Gene stable ID	Chromosome/scaffold name	Transcription start site (TSS)	Gene name
ENSG00000223858	CHR_HSCHR6_MHC_MCF_CTG1	29680888	ZFP57
ENSG00000223858	CHR_HSCHR6_MHC_MCF_CTG1	29677078	ZFP57
ENSG00000223858	CHR_HSCHR6_MHC_MCF_CTG1	29676930	ZFP57
ENSG00000136870	9	101398873	ZNF189
ENSG00000136870	9	101399028	ZNF189
ENSG00000124664	6	34556314	SPDEF
ENSG00000124664	6	34556333	SPDEF
ENSG00000102984	16	71883541	ZNF821
ENSG00000102984	16	71884190	ZNF821
ENSG00000164920	8	98944442	OSR2
ENSG00000164920	8	98944458	OSR2
ENSG00000164920	8	98944659	OSR2
ENSG00000164920	8	98944403	OSR2
ENSG00000163872	3	183697818	YEATS2
ENSG00000117595	1	209806044	IRF6
ENSG00000117595	1	209802041	IRF6
ENSG00000117595	1	209802166	IRF6
ENSG00000117595	1	209806175	IRF6
ENSG00000137834	15	66702228	SMAD6
ENSG00000137834	15	66703259	SMAD6
ENSG00000198105	10	37857610	ZNF248
ENSG00000198105	10	37857558	ZNF248
ENSG00000198105	10	37858084	ZNF248
ENSG00000198105	10	37857636	ZNF248
ENSG00000198093	19	51905011	ZNF649
ENSG00000277258	17	38749817	PCGF2
ENSG00000277258	17	38746628	PCGF2
ENSG00000277258	17	38748305	PCGF2
ENSG00000105497	19	51571298	ZNF175
ENSG00000178177	4	18021876	LCORL
ENSG00000178177	4	18021860	LCORL
ENSG00000204595	19	53632056	DPRX
ENSG00000010818	6	142945201	HIVEP2
ENSG00000010818	6	142945031	HIVEP2
ENSG00000010818	6	142946365	HIVEP2
ENSG00000177888	1	197200542	ZBTB41
ENSG00000109381	4	139177218	ELF2
ENSG00000109381	4	139084496	ELF2
ENSG00000109381	4	139084325	ELF2
ENSG00000109381	4	139084337	ELF2
ENSG00000109381	4	139084224	ELF2
ENSG00000109381	4	139139476	ELF2
ENSG00000109381	4	139084414	ELF2
ENSG00000188629	19	9363020	ZNF177
ENSG00000188629	19	9376411	ZNF177
ENSG00000188629	19	9378256	ZNF177
ENSG00000146618	7	19145421	FERD3L
ENSG00000170448	4	47914616	NFXL1
ENSG00000170448	4	47914636	NFXL1
ENSG00000170448	4	47914539	NFXL1
ENSG00000170448	4	47914667	NFXL1
ENSG00000188909	11	122981720	BSX
ENSG00000129534	14	45253402	MIS18BP1
ENSG00000188177	2	112275594	ZC3H6
ENSG00000188177	2	112275601	ZC3H6
ENSG00000067955	16	67029147	CBFB
ENSG00000067955	16	67029245	CBFB
ENSG00000213799	19	53333746	ZNF845
ENSG00000213799	19	53333749	ZNF845
ENSG00000139800	13	99971909	ZIC5
ENSG00000102098	X	18354727	SCML2
ENSG00000102098	X	18246755	SCML2
ENSG00000153560	3	33440378	UBP1
ENSG00000153560	3	33440010	UBP1
ENSG00000153560	3	33440510	UBP1
ENSG00000153560	3	33411659	UBP1
ENSG00000153560	3	33440587	UBP1
ENSG00000204532	19	56202301	ZSCAN5C
ENSG00000204532	19	56205914	ZSCAN5C
ENSG00000113068	5	140303121	PFDN1
ENSG00000019485	11	45095806	PRDM11
ENSG00000019485	11	45147343	PRDM11
ENSG00000173451	12	71663009	THAP2
ENSG00000107187	9	136203173	LHX3
ENSG00000107187	9	136205128	LHX3
ENSG00000189180	10	38010655	ZNF33A
ENSG00000189180	10	38010669	ZNF33A
ENSG00000189180	10	38010670	ZNF33A
ENSG00000113196	5	154478264	HAND1
ENSG00000043039	11	129375940	BARX2
ENSG00000079432	19	42284665	CIC
ENSG00000073861	17	47733244	TBX21
ENSG00000164011	1	42846609	ZNF691
ENSG00000164011	1	42846626	ZNF691
ENSG00000164011	1	42846628	ZNF691
ENSG00000164011	1	42846573	ZNF691
ENSG00000072736	16	68085344	NFATC3
ENSG00000072736	16	68085458	NFATC3
ENSG00000072736	16	68085658	NFATC3
ENSG00000072736	16	68085861	NFATC3
ENSG00000072736	16	68123030	NFATC3
ENSG00000178913	5	141320821	TAF7
ENSG00000112238	6	99606730	PRDM13
ENSG00000173039	11	65663094	RELA
ENSG00000173039	11	65662895	RELA
ENSG00000173039	11	65663090	RELA
ENSG00000173039	11	65662918	RELA
ENSG00000173039	11	65659743	RELA
ENSG00000173039	11	65662960	RELA
ENSG00000173039	11	65662908	RELA
ENSG00000173039	11	65662899	RELA
ENSG00000173039	11	65662792	RELA
ENSG00000173039	11	65662915	RELA
ENSG00000173039	11	65662793	RELA
ENSG00000173039	11	65662428	RELA
ENSG00000173039	11	65662780	RELA
ENSG00000173039	11	65662972	RELA
ENSG00000186496	18	35377337	ZNF396
ENSG00000196670	5	180861276	ZFP62
ENSG00000196670	5	180861277	ZFP62
ENSG00000171469	19	9621399	ZNF561
ENSG00000037965	12	54009106	HOXC8
ENSG00000087510	20	56629302	TFAP2C
ENSG00000087510	20	56630234	TFAP2C
ENSG00000123405	12	54295760	NFE2
ENSG00000123405	12	54301121	NFE2
ENSG00000123405	12	54295758	NFE2
ENSG00000123405	12	54301015	NFE2
ENSG00000123405	12	54297884	NFE2
ENSG00000178163	4	10457360	ZNF518B
ENSG00000198815	1	42334965	FOXJ3
ENSG00000198815	1	42335877	FOXJ3
ENSG00000198815	1	42335221	FOXJ3
ENSG00000198815	1	42278587	FOXJ3
ENSG00000198815	1	42315459	FOXJ3
ENSG00000198815	1	42335215	FOXJ3
ENSG00000198815	1	42335232	FOXJ3
ENSG00000130816	19	10195135	DNMT1
ENSG00000130816	19	10195079	DNMT1
ENSG00000187607	17	15699733	ZNF286A
ENSG00000187607	17	15699777	ZNF286A
ENSG00000187607	17	15699577	ZNF286A
ENSG00000125618	2	113278911	PAX8
ENSG00000125618	2	113278950	PAX8
ENSG00000125618	2	113278921	PAX8
ENSG00000164778	7	155458129	EN2
ENSG00000135547	6	125749580	HEY2
ENSG00000005889	X	24149745	ZFX
ENSG00000005889	X	24149790	ZFX
ENSG00000005889	X	24149724	ZFX
ENSG00000005889	X	24149645	ZFX
ENSG00000169564	2	70087454	PCBP1
ENSG00000122691	7	19117672	TWIST1
ENSG00000145908	5	150904983	ZNF300
ENSG00000283463	X	149929645	HSFX4
ENSG00000196417	19	53395144	ZNF765
ENSG00000196417	19	53395150	ZNF765
ENSG00000196417	19	53395173	ZNF765
ENSG00000276561	CHR_HSCHR11_1_CTG8	615878	IRF7
ENSG00000276561	CHR_HSCHR11_1_CTG8	615902	IRF7
ENSG00000276561	CHR_HSCHR11_1_CTG8	616257	IRF7
ENSG00000276561	CHR_HSCHR11_1_CTG8	616208	IRF7
ENSG00000276561	CHR_HSCHR11_1_CTG8	616228	IRF7
ENSG00000276561	CHR_HSCHR11_1_CTG8	616241	IRF7
ENSG00000276561	CHR_HSCHR11_1_CTG8	615980	IRF7
ENSG00000143067	1	119647773	ZNF697
ENSG00000165512	10	45000475	ZNF22
ENSG00000187559	9	68302867	FOXD4L3
ENSG00000125492	9	132582185	BARHL1
ENSG00000125492	9	132582659	BARHL1
ENSG00000223852	CHR_HSCHR6_MHC_DBB_CTG1	29681055	ZFP57
ENSG00000223852	CHR_HSCHR6_MHC_DBB_CTG1	29677257	ZFP57
ENSG00000223852	CHR_HSCHR6_MHC_DBB_CTG1	29677109	ZFP57
ENSG00000152804	10	92689951	HHEX
ENSG00000197056	1	35079367	ZMYM1
ENSG00000197056	1	35079391	ZMYM1
ENSG00000197056	1	35059786	ZMYM1
ENSG00000001167	6	41072945	NFYA
ENSG00000001167	6	41072983	NFYA
ENSG00000101126	20	50905558	ADNP
ENSG00000101126	20	50931375	ADNP
ENSG00000101126	20	50931421	ADNP
ENSG00000101126	20	50909791	ADNP
ENSG00000101126	20	50930990	ADNP
ENSG00000188868	19	12333688	ZNF563
ENSG00000164916	7	4682309	FOXK1
ENSG00000206280	CHR_HSCHR6_MHC_QBL_CTG1	33246570	ZBTB22
ENSG00000198346	19	53467735	ZNF813
ENSG00000215612	4	8871817	HMX1
ENSG00000197362	7	149090705	ZNF786
ENSG00000204947	7	149126346	ZNF425
ENSG00000197024	7	149126416	ZNF398
ENSG00000197024	7	149147476	ZNF398
ENSG00000197024	7	149148127	ZNF398
ENSG00000197024	7	149148403	ZNF398
ENSG00000179361	15	74541177	ARID3B
ENSG00000179361	15	74541206	ARID3B
ENSG00000122859	10	69573238	NEUROG3
ENSG00000141040	17	16569169	ZNF287
ENSG00000141040	17	16569206	ZNF287
ENSG00000170949	19	53103351	ZNF160
ENSG00000170949	19	53103403	ZNF160
ENSG00000170949	19	53103434	ZNF160
ENSG00000172818	11	65787022	OVOL1
ENSG00000257591	19	12156729	ZNF625
ENSG00000119919	10	99532933	NKX2-3
ENSG00000215397	20	676179	SCRT2
ENSG00000106571	7	42237013	GLI3
ENSG00000106571	7	42152453	GLI3
ENSG00000106571	7	42227721	GLI3
ENSG00000106571	7	42152420	GLI3
ENSG00000112837	6	84763453	TBX18
ENSG00000112837	6	84764519	TBX18
ENSG00000112837	6	84763355	TBX18
ENSG00000129535	14	24084625	NRL
ENSG00000129535	14	24115014	NRL
ENSG00000129535	14	24095130	NRL
ENSG00000129535	14	24081986	NRL
ENSG00000129535	14	24081928	NRL
ENSG00000129535	14	24115010	NRL
ENSG00000196605	19	9768734	ZNF846
ENSG00000196605	19	9768732	ZNF846
ENSG00000196605	19	9768617	ZNF846
ENSG00000186564	1	47436017	FOXD2
ENSG00000143842	1	204073604	SOX13
ENSG00000143842	1	204112916	SOX13
ENSG00000143033	1	93079238	MTF2
ENSG00000143033	1	93079311	MTF2
ENSG00000143033	1	93079235	MTF2
ENSG00000058673	1	203795660	ZC3H11A
ENSG00000058673	1	203795671	ZC3H11A
ENSG00000058673	1	203795695	ZC3H11A
ENSG00000058673	1	203795699	ZC3H11A
ENSG00000058673	1	203795706	ZC3H11A
ENSG00000120093	17	48553922	HOXB3
ENSG00000120093	17	48590241	HOXB3
ENSG00000120093	17	48574487	HOXB3
ENSG00000120093	17	48590272	HOXB3
ENSG00000120093	17	48590238	HOXB3
ENSG00000120093	17	48582622	HOXB3
ENSG00000120093	17	48590235	HOXB3
ENSG00000120093	17	48556521	HOXB3
ENSG00000197757	12	53990624	HOXC6
ENSG00000197757	12	53994944	HOXC6
ENSG00000197757	12	54015897	HOXC6
ENSG00000197757	12	54028358	HOXC6
ENSG00000119614	14	74239472	VSX2
ENSG00000232237	1	201115372	ASCL5
ENSG00000141448	18	22169443	GATA6
ENSG00000141448	18	22170933	GATA6
ENSG00000214336	2	88452656	FOXI3
ENSG00000091831	6	151804431	ESR1
ENSG00000091831	6	151807551	ESR1
ENSG00000091831	6	151809107	ESR1
ENSG00000091831	6	151880657	ESR1
ENSG00000091831	6	151690496	ESR1
ENSG00000091831	6	151807319	ESR1
ENSG00000123576	X	104254933	ESX1
ENSG00000170561	5	2751662	IRX2
ENSG00000170561	5	2751655	IRX2
ENSG00000114853	3	42653684	ZBTB47
ENSG00000186020	19	36573252	ZNF529
ENSG00000196967	19	37172741	ZNF585A
ENSG00000134852	4	55545932	CLOCK
ENSG00000134852	4	55547138	CLOCK
ENSG00000134852	4	55546546	CLOCK
ENSG00000134852	4	55510027	CLOCK
ENSG00000064835	3	87276587	POU1F1
ENSG00000064835	3	87276504	POU1F1
ENSG00000064835	3	87276462	POU1F1
ENSG00000169297	X	30309598	NR0B1
ENSG00000198026	20	45972172	ZNF335
ENSG00000174446	15	66497750	SNAPC5
ENSG00000174446	15	66497780	SNAPC5
ENSG00000174446	15	66497813	SNAPC5
ENSG00000174446	15	66497759	SNAPC5
ENSG00000174446	15	66497762	SNAPC5
ENSG00000174446	15	66497738	SNAPC5
ENSG00000273049	12	53985845	AC012531.3
ENSG00000130818	19	9538627	ZNF426
ENSG00000130818	19	9536569	ZNF426
ENSG00000122034	13	27424738	GTF3A
ENSG00000163064	2	118847678	EN1
ENSG00000124440	19	46297046	HIF3A
ENSG00000124440	19	46298390	HIF3A
ENSG00000124440	19	46303599	HIF3A
ENSG00000198342	19	12365633	ZNF442
ENSG00000198342	19	12365641	ZNF442
ENSG00000198342	19	12363631	ZNF442
ENSG00000130544	19	7069444	ZNF557
ENSG00000130544	19	7069705	ZNF557
ENSG00000233149	CHR_HSCHR6_MHC_MANN_CTG1	30952827	GTF2H4
ENSG00000233149	CHR_HSCHR6_MHC_MANN_CTG1	30952864	GTF2H4
ENSG00000170608	19	45863989	FOXA3
ENSG00000170608	19	45864260	FOXA3
ENSG00000223547	19	12064699	ZNF844
ENSG00000108312	17	44220963	UBTF
ENSG00000108312	17	44221626	UBTF
ENSG00000108312	17	44219121	UBTF
ENSG00000108312	17	44219498	UBTF
ENSG00000108312	17	44219750	UBTF
ENSG00000108312	17	44218502	UBTF
ENSG00000100084	22	19431696	HIRA
ENSG00000100084	22	19431733	HIRA
ENSG00000169981	3	44648727	ZNF35
ENSG00000186448	3	44584888	ZNF197
ENSG00000186448	3	44625019	ZNF197
ENSG00000186448	3	44625040	ZNF197
ENSG00000186448	3	44625049	ZNF197
ENSG00000186448	3	44625095	ZNF197
ENSG00000186448	3	44628988	ZNF197
ENSG00000101076	20	44355700	HNF4A
ENSG00000101076	20	44355801	HNF4A
ENSG00000101076	20	44355805	HNF4A
ENSG00000101076	20	44401270	HNF4A
ENSG00000101076	20	44401284	HNF4A
ENSG00000101076	20	44401301	HNF4A
ENSG00000100426	22	49853842	ZBED4
ENSG00000275045	CHR_HSCHR5_2_CTG1_1	69560008	GTF2H2
ENSG00000275045	CHR_HSCHR5_2_CTG1_1	69560013	GTF2H2
ENSG00000047634	X	17737468	SCML1
ENSG00000047634	X	17737469	SCML1
ENSG00000047634	X	17737449	SCML1
ENSG00000070476	3	126475919	ZXDC
ENSG00000070476	3	126475865	ZXDC
ENSG00000157933	1	2228695	SKI
ENSG00000057657	6	106086320	PRDM1
ENSG00000057657	6	106098940	PRDM1
ENSG00000143995	2	66435400	MEIS1
ENSG00000143995	2	66437393	MEIS1
ENSG00000198453	19	36916341	ZNF568
ENSG00000198453	19	36916343	ZNF568
ENSG00000198453	19	36916449	ZNF568
ENSG00000198453	19	36922562	ZNF568
ENSG00000196357	19	36215081	ZNF565
ENSG00000196357	19	36246257	ZNF565
ENSG00000196357	19	36214673	ZNF565
ENSG00000164438	5	171309284	TLX3
ENSG00000118156	19	47555856	ZNF541
ENSG00000122180	1	203086036	MYOG
ENSG00000162367	1	47231715	TAL1
ENSG00000162367	1	47229771	TAL1
ENSG00000167377	16	71453973	ZNF23
ENSG00000167377	16	71462214	ZNF23
ENSG00000167377	16	71462759	ZNF23
ENSG00000167377	16	71454075	ZNF23
ENSG00000141384	18	26225936	TAF4B
ENSG00000141384	18	26226486	TAF4B
ENSG00000141384	18	26226883	TAF4B
ENSG00000081189	5	88883464	MEF2C
ENSG00000081189	5	88904053	MEF2C
ENSG00000081189	5	88904257	MEF2C
ENSG00000081189	5	88883747	MEF2C
ENSG00000081189	5	88904052	MEF2C
ENSG00000081189	5	88883466	MEF2C
ENSG00000081189	5	88825864	MEF2C
ENSG00000081189	5	88883182	MEF2C
ENSG00000081189	5	88883224	MEF2C
ENSG00000081189	5	88904105	MEF2C
ENSG00000081189	5	88877999	MEF2C
ENSG00000081189	5	88883181	MEF2C
ENSG00000081189	5	88823788	MEF2C
ENSG00000163795	2	27380725	ZNF513
ENSG00000163795	2	27380444	ZNF513
ENSG00000123407	12	53954834	HOXC12
ENSG00000167157	9	129665641	PRRX2
ENSG00000166211	12	101475421	SPIC
ENSG00000213999	19	19170245	MEF2B
ENSG00000144355	2	172085226	DLX1
ENSG00000144355	2	172085536	DLX1
ENSG00000119772	2	25342590	DNMT3A
ENSG00000119772	2	25252311	DNMT3A
ENSG00000119772	2	25341885	DNMT3A
ENSG00000115844	2	172102900	DLX2
ENSG00000155090	8	102655902	KLF10
ENSG00000155090	8	102654375	KLF10
ENSG00000153896	19	34773215	ZNF599
ENSG00000153896	19	34773229	ZNF599
ENSG00000153048	16	8868401	CARHSP1
ENSG00000153048	16	8869009	CARHSP1
ENSG00000153048	16	8868361	CARHSP1
ENSG00000153048	16	8861713	CARHSP1
ENSG00000153048	16	8869012	CARHSP1
ENSG00000153048	16	8868719	CARHSP1
ENSG00000153048	16	8867428	CARHSP1
ENSG00000153048	16	8861810	CARHSP1
ENSG00000105967	7	116030741	TFEC
ENSG00000105967	7	116030813	TFEC
ENSG00000105967	7	116030744	TFEC
ENSG00000105967	7	115968313	TFEC
ENSG00000109111	17	28662091	SUPT6H
ENSG00000109111	17	28662198	SUPT6H
ENSG00000215271	14	23286117	HOMEZ
ENSG00000215271	14	23299447	HOMEZ
ENSG00000137166	6	41546426	FOXP4
ENSG00000137166	6	41546573	FOXP4
ENSG00000137166	6	41546648	FOXP4
ENSG00000137166	6	41565749	FOXP4
ENSG00000134595	X	140505116	SOX3
ENSG00000181722	3	115147271	ZBTB20
ENSG00000181722	3	115071375	ZBTB20
ENSG00000181722	3	114624206	ZBTB20
ENSG00000181722	3	114759271	ZBTB20
ENSG00000181722	3	114383641	ZBTB20
ENSG00000181722	3	114758940	ZBTB20
ENSG00000181722	3	114624945	ZBTB20
ENSG00000144161	2	112255111	ZC3H8
ENSG00000144161	2	112255087	ZC3H8
ENSG00000123933	4	2262294	MXD4
ENSG00000112983	5	138178986	BRD8
ENSG00000112983	5	138178630	BRD8
ENSG00000112983	5	138178669	BRD8
ENSG00000234196	CHR_HSCHR6_MHC_MCF_CTG1	31978474	ZBTB12
ENSG00000197497	19	53193356	ZNF665
ENSG00000197497	19	53193374	ZNF665
ENSG00000163623	4	84496950	NKX6-1
ENSG00000163623	4	84498450	NKX6-1
ENSG00000197566	17	16653853	ZNF624
ENSG00000119574	19	58519554	ZBTB45
ENSG00000119574	19	58520222	ZBTB45
ENSG00000119574	19	58519751	ZBTB45
ENSG00000133794	11	13277798	ARNTL
ENSG00000133794	11	13277802	ARNTL
ENSG00000133794	11	13277815	ARNTL
ENSG00000133794	11	13277831	ARNTL
ENSG00000133794	11	13277842	ARNTL
ENSG00000133794	11	13277885	ARNTL
ENSG00000133794	11	13356878	ARNTL
ENSG00000151702	11	128692982	FLI1
ENSG00000151702	11	128693770	FLI1
ENSG00000151702	11	128694092	FLI1
ENSG00000151702	11	128686535	FLI1
ENSG00000151702	11	128693916	FLI1
ENSG00000079102	8	92103226	RUNX1T1
ENSG00000079102	8	92062963	RUNX1T1
ENSG00000079102	8	92095215	RUNX1T1
ENSG00000079102	8	92017637	RUNX1T1
ENSG00000079102	8	92095611	RUNX1T1
ENSG00000079102	8	92095613	RUNX1T1
ENSG00000079102	8	92017363	RUNX1T1
ENSG00000079102	8	92095230	RUNX1T1
ENSG00000079102	8	92019175	RUNX1T1
ENSG00000079102	8	92095654	RUNX1T1
ENSG00000079102	8	92071387	RUNX1T1
ENSG00000079102	8	92099656	RUNX1T1
ENSG00000079102	8	92095262	RUNX1T1
ENSG00000079102	8	92099688	RUNX1T1
ENSG00000172466	18	35344456	ZNF24
ENSG00000172466	18	35340654	ZNF24
ENSG00000172466	18	35345482	ZNF24
ENSG00000172466	18	35343932	ZNF24
ENSG00000172466	18	35342675	ZNF24
ENSG00000184517	16	75148492	ZFP1
ENSG00000184517	16	75148582	ZFP1
ENSG00000198455	X	57591652	ZXDB
ENSG00000126778	14	60649462	SIX1
ENSG00000126778	14	60658259	SIX1
ENSG00000126778	14	60649476	SIX1
ENSG00000204060	1	41361931	FOXO6
ENSG00000108064	10	58385022	TFAM
ENSG00000108064	10	58385434	TFAM
ENSG00000149948	12	65824131	HMGA2
ENSG00000149948	12	65824460	HMGA2
ENSG00000168468	CHR_HSCHR6_MHC_DBB_CTG1	32104011	ATF6B
ENSG00000168468	CHR_HSCHR6_MHC_DBB_CTG1	32104024	ATF6B
ENSG00000168468	CHR_HSCHR6_MHC_DBB_CTG1	32093664	ATF6B
ENSG00000198945	6	130013699	L3MBTL3
ENSG00000198945	6	130018589	L3MBTL3
ENSG00000198945	6	130020491	L3MBTL3
ENSG00000198945	6	130020520	L3MBTL3
ENSG00000198945	6	130020557	L3MBTL3
ENSG00000198945	6	130018583	L3MBTL3
ENSG00000171222	20	35954626	SCAND1
ENSG00000171222	20	35959472	SCAND1
ENSG00000171222	20	35955359	SCAND1
ENSG00000204612	9	77019655	FOXB2
ENSG00000181472	6	151391548	ZBTB2
ENSG00000167785	19	8832328	ZNF558
ENSG00000167785	19	8822889	ZNF558
ENSG00000178917	3	44510636	ZNF852
ENSG00000168779	3	158106050	SHOX2
ENSG00000168779	3	158106160	SHOX2
ENSG00000168779	3	158106503	SHOX2
ENSG00000198846	8	59119208	TOX
ENSG00000275004	22	22508733	ZNF280B
ENSG00000275004	22	22489468	ZNF280B
ENSG00000172292	2	168455862	CERS6
ENSG00000172292	2	168456249	CERS6
ENSG00000248483	5	93741637	POU5F2
ENSG00000167981	16	3443553	ZNF597
ENSG00000128652	2	176160891	HOXD3
ENSG00000128652	2	176164077	HOXD3
ENSG00000170178	2	176099730	HOXD12
ENSG00000169083	X	67544036	AR
ENSG00000169083	X	67544820	AR
ENSG00000169083	X	67568889	AR
ENSG00000169083	X	67544032	AR
ENSG00000136451	17	57988152	VEZF1
ENSG00000160888	19	13150415	IER2
ENSG00000160888	19	13150433	IER2
ENSG00000160888	19	13151975	IER2
ENSG00000104903	19	13102867	LYL1
ENSG00000069275	1	205750276	NUCKS1
ENSG00000173404	20	20368121	INSM1
ENSG00000161642	12	54385767	ZNF385A
ENSG00000161642	12	54391281	ZNF385A
ENSG00000161642	12	54384723	ZNF385A
ENSG00000161642	12	54391298	ZNF385A
ENSG00000161642	12	54385768	ZNF385A
ENSG00000161642	12	54384673	ZNF385A
ENSG00000197343	7	99558406	ZNF655
ENSG00000197343	7	99558578	ZNF655
ENSG00000197343	7	99558718	ZNF655
ENSG00000197343	7	99558826	ZNF655
ENSG00000197343	7	99558862	ZNF655
ENSG00000197343	7	99558422	ZNF655
ENSG00000197343	7	99558825	ZNF655
ENSG00000105261	19	36111203	OVOL3
ENSG00000257315	1	203795714	ZBED6
ENSG00000137270	6	53148829	GCM1
ENSG00000143867	2	19358653	OSR1
ENSG00000151379	2	17816496	MSGN1
ENSG00000180818	12	53985186	HOXC10
ENSG00000225614	16	88427471	ZNF469
ENSG00000146676	7	44885361	PURB
ENSG00000116478	1	32292086	HDAC1
ENSG00000166188	16	57999858	ZNF319
ENSG00000196132	20	64151791	MYT1
ENSG00000196132	20	64164474	MYT1
ENSG00000141905	19	3314403	NFIC
ENSG00000141905	19	3359563	NFIC
ENSG00000141905	19	3359647	NFIC
ENSG00000141905	19	3359683	NFIC
ENSG00000141905	19	3366549	NFIC
ENSG00000141905	19	3366583	NFIC
ENSG00000141905	19	3366586	NFIC
ENSG00000107077	9	6720863	KDM4C
ENSG00000107077	9	6757656	KDM4C
ENSG00000107077	9	6758143	KDM4C
ENSG00000205250	16	67192169	E2F4
ENSG00000205250	16	67192190	E2F4
ENSG00000205250	16	67192207	E2F4
ENSG00000205250	16	67192208	E2F4
ENSG00000205250	16	67194952	E2F4
ENSG00000144218	2	100104716	AFF3
ENSG00000144218	2	100106128	AFF3
ENSG00000144218	2	100142575	AFF3
ENSG00000096717	10	67884669	SIRT1
ENSG00000114251	3	55489945	WNT5A
ENSG00000114251	3	55481393	WNT5A
ENSG00000114251	3	55487642	WNT5A
ENSG00000106624	7	44104361	AEBP1
ENSG00000106624	7	44110731	AEBP1
ENSG00000164256	5	23507615	PRDM9
ENSG00000182903	4	499102	ZNF721
ENSG00000182903	4	499156	ZNF721
ENSG00000153814	7	28180743	JAZF1
ENSG00000113387	5	32585499	SUB1
ENSG00000006047	17	7294564	YBX2
ENSG00000260596	4	190173774	DUX4
ENSG00000197961	19	9584497	ZNF121
ENSG00000197961	19	9584533	ZNF121
ENSG00000123388	12	53973126	HOXC11
ENSG00000134317	2	9951693	GRHL1
ENSG00000134317	2	9951698	GRHL1
ENSG00000134317	2	9951782	GRHL1
ENSG00000134317	2	9995306	GRHL1
ENSG00000134317	2	9961165	GRHL1
ENSG00000146463	1	35268967	ZMYM4
ENSG00000197587	1	46506997	DMBX1
ENSG00000197587	1	46506996	DMBX1
ENSG00000167074	22	41367333	TEF
ENSG00000167074	22	41381929	TEF
ENSG00000167074	22	41382935	TEF
ENSG00000185811	7	50304669	IKZF1
ENSG00000185811	7	50304716	IKZF1
ENSG00000185811	7	50304782	IKZF1
ENSG00000185811	7	50308680	IKZF1
ENSG00000185811	7	50308721	IKZF1
ENSG00000122482	1	91021473	ZNF644
ENSG00000122482	1	91021457	ZNF644
ENSG00000122482	1	91022272	ZNF644
ENSG00000122482	1	91022255	ZNF644
ENSG00000115966	2	175168206	ATF2
ENSG00000115966	2	175151082	ATF2
ENSG00000115966	2	175168203	ATF2
ENSG00000115966	2	175130205	ATF2
ENSG00000115966	2	175168169	ATF2
ENSG00000115966	2	175168382	ATF2
ENSG00000115966	2	175114812	ATF2
ENSG00000159692	4	1249137	CTBP1
ENSG00000156925	X	137566142	ZIC3
ENSG00000156925	X	137566518	ZIC3
ENSG00000172465	X	103628704	TCEAL1
ENSG00000172465	X	103628974	TCEAL1
ENSG00000172465	X	103628999	TCEAL1
ENSG00000183570	21	45643694	PCBP3
ENSG00000171448	9	122931500	ZBTB26
ENSG00000171448	9	122931265	ZBTB26
ENSG00000104447	8	115669001	TRPS1
ENSG00000104447	8	115668702	TRPS1
ENSG00000104447	8	115620070	TRPS1
ENSG00000104447	8	115668007	TRPS1
ENSG00000104447	8	115492221	TRPS1
ENSG00000104447	8	115668903	TRPS1
ENSG00000104447	8	115667981	TRPS1
ENSG00000104447	8	115668012	TRPS1
ENSG00000005513	16	981808	SOX8
ENSG00000014164	8	143541453	ZC3H3
ENSG00000134323	2	15940564	MYCN
ENSG00000134323	2	15940566	MYCN
ENSG00000184221	21	33070144	OLIG1
ENSG00000205927	21	33025845	OLIG2
ENSG00000205927	21	33025935	OLIG2
ENSG00000149050	11	7020368	ZNF214
ENSG00000149050	11	7020235	ZNF214
ENSG00000149054	11	6926423	ZNF215
ENSG00000149054	11	6926424	ZNF215
ENSG00000149054	11	6926427	ZNF215
ENSG00000149054	11	6926522	ZNF215
ENSG00000149054	11	6932186	ZNF215
ENSG00000134138	15	37099885	MEIS2
ENSG00000134138	15	37101205	MEIS2
ENSG00000134138	15	37098321	MEIS2
ENSG00000134138	15	37099721	MEIS2
ENSG00000134138	15	37098302	MEIS2
ENSG00000134138	15	37099306	MEIS2
ENSG00000134138	15	37099396	MEIS2
ENSG00000134138	15	37100530	MEIS2
ENSG00000134138	15	37101299	MEIS2
ENSG00000172216	20	50190734	CEBPB
ENSG00000197647	19	12035688	ZNF433
ENSG00000197647	19	12035710	ZNF433
ENSG00000257446	19	12052939	ZNF878
ENSG00000156150	1	110070700	ALX3
ENSG00000171476	4	56681706	HOPX
ENSG00000171476	4	56681899	HOPX
ENSG00000171476	4	56656304	HOPX
ENSG00000171476	4	56656487	HOPX
ENSG00000171476	4	56656507	HOPX
ENSG00000171476	4	56656516	HOPX
ENSG00000171476	4	56656522	HOPX
ENSG00000171476	4	56656525	HOPX
ENSG00000171476	4	56681294	HOPX
ENSG00000171476	4	56681707	HOPX
ENSG00000171476	4	56681877	HOPX
ENSG00000186130	9	122913330	ZBTB6
ENSG00000171574	19	58408625	ZNF584
ENSG00000249471	19	58451604	ZNF324B
ENSG00000249471	19	58451611	ZNF324B
ENSG00000169260	CHR_HSCHR6_MHC_QBL_CTG1	29005215	ZNF311
ENSG00000131849	19	58440222	ZNF132
ENSG00000165462	11	72244176	PHOX2A
ENSG00000178764	8	122781394	ZHX2
ENSG00000154832	18	50287636	CXXC1
ENSG00000154832	18	50288304	CXXC1
ENSG00000243660	10	43437126	ZNF487
ENSG00000101665	18	48952052	SMAD7
